city,state_id,state_name,lat,lng,id
Waltham,MA,Massachusetts,42.3889,-71.2423,1840000428
Port Charlotte,FL,Florida,26.9918,-82.114,1840014200
Palm Harbor,FL,Florida,28.0847,-82.7481,1840014143
San Luis Obispo,CA,California,35.2669,-120.6691,1840021734
Sebring,FL,Florida,27.477,-81.453,1840015986
Council Bluffs,IA,Iowa,41.2369,-95.8517,1840007117
Hamilton,OH,Ohio,39.3938,-84.5653,1840003803
Moore,OK,Oklahoma,35.3293,-97.4758,1840020449
Pico Rivera,CA,California,33.9902,-118.0888,1840020506
Casa Grande,AZ,Arizona,32.9068,-111.7624,1840019364
Monessen,PA,Pennsylvania,40.1519,-79.8828,1840001146
Montebello,CA,California,34.0155,-118.1108,1840020499
Rome,GA,Georgia,34.2661,-85.1862,1840014681
The Hammocks,FL,Florida,25.67,-80.4483,1840029009
Millcreek,UT,Utah,40.6892,-111.8291,1840018744
Sanford,FL,Florida,28.7893,-81.276,1840015958
National City,CA,California,32.6654,-117.0983,1840020622
Burnsville,MN,Minnesota,44.7648,-93.2795,1840006766
Coconut Creek,FL,Florida,26.2803,-80.1842,1840015132
Morristown,TN,Tennessee,36.2046,-83.3006,1840014467
Reston,VA,Virginia,38.9497,-77.3461,1840006025
Lakewood,WA,Washington,47.1628,-122.5299,1840019860
Spring,TX,Texas,30.0613,-95.383,1840019615
Gadsden,AL,Alabama,34.009,-86.0156,1840006332
Taylor,MI,Michigan,42.226,-83.2688,1840003965
Novi,MI,Michigan,42.4786,-83.4893,1840002423
Marietta,GA,Georgia,33.9533,-84.5422,1840015633
Hot Springs,AR,Arkansas,34.4892,-93.0501,1840014670
Woodland,CA,California,38.6712,-121.75,1840021485
Fountainebleau,FL,Florida,25.7723,-80.3458,1840028983
La Habra,CA,California,33.9278,-117.9513,1840020585
Malden,MA,Massachusetts,42.4305,-71.0576,1840000430
South Whittier,CA,California,33.9336,-118.0311,1840019209
Commerce City,CO,Colorado,39.8642,-104.8434,1840018785
South Hill,WA,Washington,47.1203,-122.2848,1840037886
Bristol,CT,Connecticut,41.6812,-72.9407,1840004772
Columbus,IN,Indiana,39.2093,-85.9183,1840013714
West Allis,WI,Wisconsin,43.0068,-88.0296,1840003034
Taylorsville,UT,Utah,40.657,-111.9493,1840021387
Bangor,ME,Maine,44.8322,-68.7906,1840000238
Monterey Park,CA,California,34.0497,-118.1326,1840020500
Greenwood,IN,Indiana,39.6019,-86.1073,1840007332
Bartlett,TN,Tennessee,35.2337,-89.8195,1840013472
Bradenton,FL,Florida,27.49,-82.5739,1840014173
Pontiac,MI,Michigan,42.6493,-83.2878,1840002427
Staunton,VA,Virginia,38.1593,-79.0611,1840001670
Meriden,CT,Connecticut,41.5367,-72.7944,1840004848
Gardena,CA,California,33.8944,-118.3073,1840020482
Apex,NC,North Carolina,35.7239,-78.8728,1840015355
Royal Oak,MI,Michigan,42.5084,-83.1539,1840002430
Cupertino,CA,California,37.3168,-122.0465,1840018950
La Mesa,CA,California,32.7703,-117.0204,1840020625
Benton Harbor,MI,Michigan,42.1159,-86.4488,1840003215
St. Clair Shores,MI,Michigan,42.4921,-82.8957,1840003093
Des Plaines,IL,Illinois,42.0345,-87.9009,1840007032
Lewiston,ME,Maine,44.0915,-70.1681,1840000320
Margate,FL,Florida,26.2466,-80.2119,1840015999
Midland,MI,Michigan,43.6241,-84.2319,1840002660
Carson City,NV,Nevada,39.1512,-119.7474,1840003826
Bowie,MD,Maryland,38.9569,-76.7409,1840005970
Middletown,NY,New York,41.4459,-74.4236,1840000585
Caldwell,ID,Idaho,43.6453,-116.6591,1840018641
San Rafael,CA,California,37.9905,-122.5222,1840021513
Richland,WA,Washington,46.2824,-119.2938,1840019889
St. Peters,MO,Missouri,38.7824,-90.6061,1840009721
Wesley Chapel,FL,Florida,28.2106,-82.3238,1840014118
Hendersonville,TN,Tennessee,36.3063,-86.5998,1840014419
White Plains,NY,New York,41.022,-73.7549,1840003477
Huntersville,NC,North Carolina,35.4058,-80.8727,1840016349
Santee,CA,California,32.8554,-116.9851,1840021992
Jefferson City,MO,Missouri,38.5676,-92.1759,1840008615
Beckley,WV,West Virginia,37.7878,-81.1841,1840006350
Arcadia,CA,California,34.1342,-118.0373,1840019223
Titusville,FL,Florida,28.5727,-80.8193,1840015962
Cartersville,GA,Georgia,34.1639,-84.8007,1840014701
Walla Walla,WA,Washington,46.067,-118.3366,1840021174
Orland Park,IL,Illinois,41.6074,-87.8619,1840011310
Towson,MD,Maryland,39.3944,-76.619,1840005695
Weymouth,MA,Massachusetts,42.1984,-70.9466,1840132442
Parker,CO,Colorado,39.5084,-104.7753,1840022454
Palm Beach Gardens,FL,Florida,26.8466,-80.1679,1840015125
Bozeman,MT,Montana,45.6832,-111.0552,1840018509
East Stroudsburg,PA,Pennsylvania,41.0023,-75.1779,1840003507
Huntington Park,CA,California,33.98,-118.2167,1840019235
Taunton,MA,Massachusetts,41.9036,-71.0943,1840003220
Midwest City,OK,Oklahoma,35.463,-97.3709,1840020425
Medford,MA,Massachusetts,42.4234,-71.1087,1840000431
Goldsboro,NC,North Carolina,35.3778,-77.972,1840013432
Euless,TX,Texas,32.8508,-97.0799,1840020693
Manhattan,KS,Kansas,39.1886,-96.6046,1840001589
Shoreline,WA,Washington,47.7564,-122.3426,1840021118
Lake Havasu City,AZ,Arizona,34.5006,-114.3113,1840021044
Smyrna,GA,Georgia,33.8633,-84.5168,1840015634
Cape Girardeau,MO,Missouri,37.3108,-89.5597,1840007598
Tamiami,FL,Florida,25.7556,-80.4016,1840029085
Kendale Lakes,FL,Florida,25.7081,-80.4078,1840029045
Grants Pass,OR,Oregon,42.4333,-123.3317,1840020087
Blue Springs,MO,Missouri,39.0124,-94.2721,1840007396
Southaven,MS,Mississippi,34.9514,-89.9787,1840015519
Tinley Park,IL,Illinois,41.567,-87.805,1840011331
Diamond Bar,CA,California,33.9991,-117.8161,1840019244
Pittsfield,MA,Massachusetts,42.4517,-73.2605,1840003116
Eagle Pass,TX,Texas,28.7125,-100.484,1840019690
New Brunswick,NJ,New Jersey,40.487,-74.445,1840001339
Lenexa,KS,Kansas,38.9609,-94.8018,1840001639
Hazleton,PA,Pennsylvania,40.9504,-75.9724,1840000753
Twin Falls,ID,Idaho,42.5645,-114.4615,1840021301
Brookhaven,GA,Georgia,33.8744,-84.3314,1840029224
Novato,CA,California,38.092,-122.5576,1840020260
Tigard,OR,Oregon,45.4237,-122.7845,1840021206
Highland,CA,California,34.1113,-117.1654,1840020405
Fountain Valley,CA,California,33.7105,-117.9514,1840020575
Dearborn Heights,MI,Michigan,42.3164,-83.2769,1840003970
Grapevine,TX,Texas,32.9343,-97.0744,1840020697
Fond du Lac,WI,Wisconsin,43.7718,-88.4396,1840002603
Hacienda Heights,CA,California,33.997,-117.9728,1840017921
Ithaca,NY,New York,42.4442,-76.5032,1840000442
Apple Valley,MN,Minnesota,44.7457,-93.2006,1840006768
Chicopee,MA,Massachusetts,42.1764,-72.5719,1840000462
Oak Lawn,IL,Illinois,41.7139,-87.7528,1840011306
Cathedral City,CA,California,33.8363,-116.4642,1840019293
Delano,CA,California,35.767,-119.2637,1840019151
Bentonville,AR,Arkansas,36.3546,-94.2306,1840013319
Stonecrest,GA,Georgia,33.6842,-84.1372,1840029466
Kettering,OH,Ohio,39.6957,-84.1495,1840003783
Colton,CA,California,34.0538,-117.3254,1840019120
Kingston,NY,New York,41.9295,-73.9968,1840000493
West Haven,CT,Connecticut,41.2739,-72.9672,1840004852
St. Cloud,FL,Florida,28.2294,-81.2829,1840015971
Normal,IL,Illinois,40.5218,-88.9881,1840009401
Berwyn,IL,Illinois,41.8433,-87.7909,1840007027
Milford,CT,Connecticut,41.2256,-73.0616,1840028594
Aloha,OR,Oregon,45.492,-122.8726,1840017414
Arroyo Grande,CA,California,35.1241,-120.5845,1840019125
Minnetonka,MN,Minnesota,44.9322,-93.4598,1840007831
Rosemead,CA,California,34.0689,-118.0823,1840020495
Paramount,CA,California,33.8976,-118.1652,1840020504
Yucaipa,CA,California,34.0336,-117.0429,1840021732
Brunswick,GA,Georgia,31.145,-81.474,1840013875
Williamsport,PA,Pennsylvania,41.2398,-77.0371,1840000637
Elyria,OH,Ohio,41.3761,-82.1063,1840000643
Leesburg,VA,Virginia,39.1058,-77.5544,1840005872
Mount Prospect,IL,Illinois,42.0641,-87.9375,1840011300
Pinellas Park,FL,Florida,27.8589,-82.7078,1840015112
Bellevue,NE,Nebraska,41.1535,-95.9357,1840007142
West Sacramento,CA,California,38.5557,-121.5504,1840021483
Apopka,FL,Florida,28.7014,-81.5304,1840014093
Lewiston,ID,Idaho,46.3934,-116.9934,1840019897
Grand Island,NE,Nebraska,40.9214,-98.3584,1840000956
Palm Desert,CA,California,33.7378,-116.3695,1840020555
Milford city ,CT,Connecticut,41.2256,-73.0625,1840028605
Watertown,NY,New York,43.9734,-75.9094,1840002200
Little Elm,TX,Texas,33.1856,-96.929,1840020640
Chambersburg,PA,Pennsylvania,39.9315,-77.6556,1840001410
Revere,MA,Massachusetts,42.4192,-71.0036,1840000457
Peabody,MA,Massachusetts,42.5335,-70.9724,1840000414
Wylie,TX,Texas,33.0362,-96.5161,1840022018
Beaufort,SC,South Carolina,32.4597,-80.7235,1840013818
Aspen Hill,MD,Maryland,39.0928,-77.0823,1840005825
DeSoto,TX,Texas,32.5992,-96.8633,1840019441
Helena,MT,Montana,46.5965,-112.0202,1840019820
Edina,MN,Minnesota,44.8914,-93.3602,1840007822
Wheaton,IL,Illinois,41.8561,-88.1083,1840010166
West New York,NJ,New Jersey,40.7856,-74.0093,1840001035
Hoboken,NJ,New Jersey,40.7453,-74.0279,1840003599
Lacey,WA,Washington,47.046,-122.7934,1840019866
Summerville,SC,South Carolina,33.0015,-80.1799,1840016886
Oak Park,IL,Illinois,41.8872,-87.7899,1840011307
Maricopa,AZ,Arizona,33.0404,-112.0006,1840020629
Lompoc,CA,California,34.6618,-120.4714,1840020468
Kentwood,MI,Michigan,42.8852,-85.5925,1840002930
Levittown,PA,Pennsylvania,40.1537,-74.853,1840005408
Sierra Vista,AZ,Arizona,31.563,-110.3153,1840022103
Levittown,NY,New York,40.7241,-73.5125,1840005270
Madison,AL,Alabama,34.7114,-86.7626,1840015524
Smyrna,TN,Tennessee,35.9722,-86.5253,1840017758
Glendora,CA,California,34.1449,-117.8468,1840020484
Burien,WA,Washington,47.4762,-122.3394,1840018420
Perth Amboy,NJ,New Jersey,40.5203,-74.2724,1840001340
Herriman,UT,Utah,40.4899,-112.0171,1840020155
Farmington,NM,New Mexico,36.7555,-108.1823,1840020349
New Bern,NC,North Carolina,35.0955,-77.0723,1840014591
Placentia,CA,California,33.8807,-117.8553,1840020583
Hinesville,GA,Georgia,31.8247,-81.6135,1840014931
Beaumont,CA,California,33.9076,-116.9766,1840019298
Collierville,TN,Tennessee,35.0471,-89.6988,1840016403
West Lafayette,IN,Indiana,40.4432,-86.9239,1840010430
Florissant,MO,Missouri,38.7996,-90.3269,1840008586
Hoffman Estates,IL,Illinois,42.0639,-88.1468,1840011263
Queen Creek,AZ,Arizona,33.2386,-111.6343,1840021944
Aliso Viejo,CA,California,33.5792,-117.7289,1840019321
Kannapolis,NC,North Carolina,35.4764,-80.6403,1840014560
Methuen Town,MA,Massachusetts,42.734,-71.1889,1840031195
Sahuarita,AZ,Arizona,31.9323,-110.9654,1840022102
Traverse City,MI,Michigan,44.7547,-85.6035,1840003946
Severn,MD,Maryland,39.1355,-76.6958,1840005925
Catalina Foothills,AZ,Arizona,32.3041,-110.8835,1840018110
Galveston,TX,Texas,29.2487,-94.891,1840020970
Country Club,FL,Florida,25.9407,-80.3102,1840029029
Cookeville,TN,Tennessee,36.1484,-85.5114,1840014470
Mishawaka,IN,Indiana,41.6736,-86.1669,1840014695
Rowland Heights,CA,California,33.9716,-117.8911,1840019211
Plainfield,NJ,New Jersey,40.6154,-74.4157,1840001090
Bullhead City,AZ,Arizona,35.1205,-114.546,1840019748
Stillwater,OK,Oklahoma,36.1316,-97.074,1840021675
Forney,TX,Texas,32.744,-96.4529,1840020734
Wheaton,MD,Maryland,39.0492,-77.0572,1840031295
Azusa,CA,California,34.1386,-117.9124,1840019226
North Bethesda,MD,Maryland,39.0393,-77.1191,1840031494
Cerritos,CA,California,33.8677,-118.0686,1840019215
Ashburn,VA,Virginia,39.03,-77.4711,1840024495
Bloomsburg,PA,Pennsylvania,41.0027,-76.4561,1840000811
Morehead City,NC,North Carolina,34.7308,-76.7387,1840016482
Coral Gables,FL,Florida,25.7037,-80.2715,1840015147
Enid,OK,Oklahoma,36.4061,-97.8701,1840020373
Lakewood,OH,Ohio,41.4824,-81.8008,1840000608
Oroville,CA,California,39.4999,-121.5634,1840020182
Wilson,NC,North Carolina,35.7312,-77.9284,1840015383
Lawrence,IN,Indiana,39.8674,-85.9905,1840008434
Portage,MI,Michigan,42.2,-85.5906,1840003183
San Fernando,TX,Texas,26.4033,-98.8351,1840041516
